RASML/HumanBeta_Site4062.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site1572.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2586.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3233.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site6284.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2948.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3962.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site5089.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site1628.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site5948.tree,1.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7533.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site636.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site4226.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site1240.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site4244.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7741.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2570.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2723.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site2771.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3523.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site5030.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site6811.tree,1.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2316.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3916.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7708.tree,0.0,0.0,0.0,1.0,1.0
RASML/HumanBeta_Site7086.tree,1.0,0.0,0.0,0.0,1.0
RASML/HumanBeta_Site5532.tree,1.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site6863.tree,0.0,0.0,0.0,0.0,1.0
RASML/HumanBeta_Site4615.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site738.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7335.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site1138.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site1464.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2237.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3374.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site4932.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site3305.tree,1.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7248.tree,0.0,0.0,1.0,0.0,0.0
RASML/HumanBeta_Site3574.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site2286.tree,0.0,1.0,0.0,0.0,0.0
RASML/HumanBeta_Site1839.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site3561.tree,0.0,0.0,0.0,0.0,0.0
RASML/HumanBeta_Site7594.tree,0.0,0.0,0.0,0.0,1.0
RASML/HumanBeta_Site2906.tree,0.0,0.0,1.0,0.0,0.0
